Year,Month,Date,Treatment/Control,SGL,Plot,Transect,Trap,ID,Recapture?,Specimen.Species,Sex?,Age?,Total.WT,Bag.WT,Animal.Weight,Ear.length,Foot.length,Tail.length,Body.length,Larvae,Nymphs,Ticks.Total,Fleas ,Other.Ectoparasites,
2018,August,8/7/2018,,SGL92,C,E,19,BLACK315,N,WFM ,M,AD,,,21,1.5,2,,9.5,,,5,,,
2018,August,8/7/2018,,SGL92,C,E,2,BLACK339,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,August,8/7/2018,,SGL92,C,E,8,BLACK343,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,August,8/7/2018,,SGL92,C,E,24,BLACK362,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,August,8/7/2018,,SGL92,C,E,5,BLACK364,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,August,8/7/2018,,SGL92,C,E,6,BLACK367,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,August,8/7/2018,,SGL92,C,W,17,BLACK379,N,WFM ,F,AD,,,13,1.7,1.8,,7.4,,,11,,,
2018,August,8/7/2018,,SGL92,C,E,14,BLACK380,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,August,8/7/2018,,SGL92,C,W,16,BLACK383,N,WFM ,M,AD,,,45,1.6,2.1,,9.5,,,11,,,
2018,August,8/7/2018,,SGL92,C,E,25,BLACK384,N,WFM ,F,AD,,,31.5,1.7,1.5,,8,,,2,,,
2018,July,7/3/2018,,SGL103,A,W,7,BLUE303,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/3/2018,,SGL103,A,W,12,BLUE318,Y,WFM ,,AD,,,,,,,,,,3,,,
2018,July,7/3/2018,,SGL103,A,W,3,BLUE320,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/3/2018,,SGL103,A,E,13,BLUE333,Y,WFM ,F,AD,,,,,,,,,,5,,,
2018,July,7/3/2018,,SGL103,A,E,21,BLUE339,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/3/2018,,SGL103,A,E,6,BLUE343,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,July,7/3/2018,,SGL103,A,E,10,BLUE351,Y,WFM ,M,AD,,,,,,,,,,2,1,,
2018,July,7/3/2018,,SGL103,A,E,11,BLUE375,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/3/2018,,SGL103,A,W,6,BLUE387,Y,WFM ,,AD,,,,,,,,,,6,,,
2018,July,7/3/2018,,SGL103,A,E,15,BLUE388,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/3/2018,,SGL103,A,E,4,BLUE390,N,WFM ,M,JUV,,,13,1.4,1.8,,6.8,,,1,,,
2018,July,7/3/2018,,SGL103,A,W,19,BLUE391,Y,WFM ,F,AD,,,,,,,,,,5,,,
2018,July,7/3/2018,,SGL103,A,E,25,BLUE394,N,WFM ,M,AD,,,27,1.5,2.5,,10,,,3,,,
2018,July,7/3/2018,,SGL103,A,W,1,BLUE395,Y,WFM ,F,AD,,,,,,,,,,5,,,
2018,July,7/3/2018,,SGL103,A,W,25,BLUE398,N,WFM ,M,AD,,,31,1.5,2,,9,,,5,,,
2018,July,7/3/2018,,SGL103,B,W,4,RED301,N,WFM ,F,AD,,,24,1.3,2.2,,8.5,,,1,,,
2018,July,7/3/2018,,SGL103,B,W,16,RED312,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/3/2018,,SGL103,B,E,5,RED314,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/3/2018,,SGL103,B,E,20,RED317,Y,WFM ,,AD,,,,,,,,,,0,,,
2018,July,7/3/2018,,SGL103,B,E,25,RED329,Y,WFM ,F,AD,,,,,,,,,,5,,,
2018,July,7/3/2018,,SGL103,B,E,21,RED330,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,July,7/3/2018,,SGL103,B,W,25,RED348,N,WFM ,M,AD,,,17,1,2,,9,,,0,,,
2018,July,7/3/2018,,SGL103,B,W,7,RED361,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/3/2018,,SGL103,B,E,24,RED373,Y,WFM ,F,AD,,,,,,,,,,,,,
2018,July,7/3/2018,,SGL103,B,E,22,RED375,Y,WFM ,M,AD,,,,,,,,,,10,,,
2018,July,7/3/2018,,SGL103,B,E,6,RED387,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/3/2018,,SGL103,B,E,2,RED389,N,WFM ,M,AD,,,14,1.4,2,,7.5,,,7,,,
2018,July,7/3/2018,,SGL103,B,E,18,RED390,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/3/2018,,SGL103,B,E,7,RED392,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,July,7/10/2018,,SGL103,A,W,8,BLUE311,Y,WFM ,F,AD,,,,,,,,,,3,,,
2018,July,7/10/2018,,SGL103,A,W,15,BLUE312,N,WFM ,M,AD,,,16,2,2.2,,7.2,,,2,,,
2018,July,7/10/2018,,SGL103,A,E,19,BLUE339,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/10/2018,,SGL103,A,E,6,BLUE343,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/10/2018,,SGL103,A,E,12,BLUE379,N,WFM ,F,AD,,,14,1.6,2,,8.2,,,5,,,
2018,July,7/10/2018,,SGL103,A,E,10,BLUE381,N,WFM ,M,JUV,,,13,1.4,2,,6.5,,,10,,,
2018,July,7/10/2018,,SGL103,A,E,24,BLUE382,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/10/2018,,SGL103,A,E,21,BLUE386,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/10/2018,,SGL103,A,E,17,BLUE388,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,July,7/10/2018,,SGL103,A,E,4,BLUE390,Y,WFM ,M,JUV,,,,,,,,,,7,,,
2018,July,7/10/2018,,SGL103,A,E,16,BLUE395,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/10/2018,,SGL103,A,E,2,BLUE396,Y,WFM ,,AD,,,,,,,,,,2,,,
2018,July,7/10/2018,,SGL103,B,W,16,RED312,Y,WFM ,F,AD,,,,,,,,,,4,,,
2018,July,7/10/2018,,SGL103,B,E,3,RED314,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/10/2018,,SGL103,B,E,24,RED330,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/10/2018,,SGL103,B,W,12,RED340,Y,WFM ,F,AD,,,,,,,,,,4,,,
2018,July,7/10/2018,,SGL103,B,E,15,RED341,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/10/2018,,SGL103,B,E,2,RED344,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/10/2018,,SGL103,B,E,9,RED349,N,WFM ,M,AD,,,16,1.4,2.2,,7.7,,,3,,,
2018,July,7/10/2018,,SGL103,B,W,1,RED350,N,WFM ,M,AD,,,18,1,2.2,,9,,,3,,,
2018,July,7/10/2018,,SGL103,B,E,14,RED355,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,July,7/10/2018,,SGL103,B,W,15,RED361,Y,WFM ,F,AD,,,,,,,,,,8,,,
2018,July,7/10/2018,,SGL103,B,E,21,RED368,N,WFM ,M,AD,,,16,1.5,1.8,,7.5,,,11,,,
2018,July,7/10/2018,,SGL103,B,E,23,RED373,Y,WFM ,F,AD,,,,,,,,,,5,,,
2018,July,7/10/2018,,SGL103,B,W,10,RED385,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/10/2018,,SGL103,B,E,10,RED387,Y,WFM ,M,AD,,,,,,,,,,4,,,
2018,July,7/10/2018,,SGL103,B,E,7,RED388,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/10/2018,,SGL103,B,E,1,RED389,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/10/2018,,SGL103,B,E,20,RED390,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL103,A,W,9,BLUE303,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/17/2018,,SGL103,A,W,22,BLUE309,N,WFM ,,AD,,,25,1.5,2,,9,,,1,,,
2018,July,7/17/2018,,SGL103,A,W,6,BLUE311,Y,WFM ,F,AD,,,,,,,,,,3,,,
2018,July,7/17/2018,,SGL103,A,W,4,BLUE320,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL103,A,E,6,BLUE321,Y,WFM ,F,JUV,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL103,A,W,7,BLUE337,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL103,A,E,9,BLUE351,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL103,A,E,11,BLUE366,N,WFM ,M,AD,,,28,1.5,2,,9.8,,,1,,,
2018,July,7/17/2018,,SGL103,A,W,15,BLUE370,N,WFM ,F,AD,,,23,1.5,2,,9,,,1,,,
2018,July,7/17/2018,,SGL103,A,E,13,BLUE375,Y,WFM ,F,AD,,,,,,,,,,5,,,
2018,July,7/17/2018,,SGL103,A,E,12,BLUE379,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/17/2018,,SGL103,A,E,25,BLUE386,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL103,A,E,18,BLUE388,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL103,A,E,4,BLUE390,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL103,A,W,24,BLUE391,Y,WFM ,F,AD,,,,,,,,,,3,,,
2018,July,7/17/2018,,SGL103,A,E,23,BLUE394,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,July,7/17/2018,,SGL103,A,E,14,BLUE395,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/17/2018,,SGL103,B,W,4,RED301,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/17/2018,,SGL103,B,W,25,RED325,N,WFM ,M,AD,,,20,1.5,2,,8.5,,,3,,,
2018,July,7/17/2018,,SGL103,B,E,12,RED341,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL103,B,E,15,RED349,Y,WFM ,M,AD,,,,,,,,,,2,1,,
2018,July,7/17/2018,,SGL103,B,W,1,RED350,Y,WFM ,M,JUV,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL103,B,E,22,RED353,N,WFM ,M,AD,,,19,1.4,2.2,,7.2,,,3,,,
2018,July,7/17/2018,,SGL103,B,E,8,RED387,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL103,B,E,13,RED388,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL103,B,E,1,RED389,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/27/2018,,SGL103,A,W,17,BLUE309,Y,WFM ,,AD,,,,,,,,,,2,,,
2018,July,7/27/2018,,SGL103,A,W,5,BLUE311,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/27/2018,,SGL103,A,E,6,BLUE337,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/27/2018,,SGL103,A,E,21,BLUE339,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/27/2018,,SGL103,A,E,8,BLUE351,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL103,A,W,10,BLUE367,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/27/2018,,SGL103,A,E,16,BLUE384,N,WFM ,M,AD,,,16.5,1.5,2,,9,,,2,,,
2018,July,7/27/2018,,SGL103,A,E,18,BLUE388,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL103,A,E,3,BLUE390,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL103,A,W,14,BLUE391,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/27/2018,,SGL103,A,E,24,BLUE394,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/27/2018,,SGL103,A,E,5,BLUE396,Y,WFM ,,AD,,,,,,,,,,1,,,
2018,July,7/27/2018,,SGL103,B,W,6,RED301,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL103,B,E,5,RED321,N,WFM ,M,AD,,,16,1.3,1.9,,8.6,,,2,,,
2018,July,7/27/2018,,SGL103,B,E,23,RED330,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL103,B,W,10,RED340,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL103,B,E,14,RED347,Y,WFM ,F,AD,,,22,1.7,2.2,,8.3,,,0,,,
2018,July,7/27/2018,,SGL103,B,E,13,RED349,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL103,B,E,7,RED388,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL103,B,E,3,RED389,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/31/2018,,SGL103,A,W,11,BLUE303,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/31/2018,,SGL103,A,W,17,BLUE309,Y,WFM ,,AD,,,,,,,,,,1,,,
2018,July,7/31/2018,,SGL103,A,W,8,BLUE311,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/31/2018,,SGL103,A,E,20,BLUE336,N,WFM ,M,AD,,,23,1.1,2.2,,8.6,,,1,,,
2018,July,7/31/2018,,SGL103,A,W,1,BLUE337,Y,WFM ,M,AD,,,,,,,,,,5,,,
2018,July,7/31/2018,,SGL103,A,E,21,BLUE339,Y,WFM ,F,AD,,,,,,,,,,13,,,
2018,July,7/31/2018,,SGL103,A,W,24,BLUE367,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/31/2018,,SGL103,A,W,23,BLUE370,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/31/2018,,SGL103,A,W,12,BLUE391,Y,WFM ,F,AD,,,,,,,,,,4,,,
2018,July,7/31/2018,,SGL103,A,E,1,BLUE396,Y,WFM ,,AD,,,,,,,,,,1,,,
2018,July,7/31/2018,,SGL103,A,E,10,BLUE397,N,WFM ,M,AD,,,18,1.5,2,,8,,,1,,,
2018,July,7/31/2018,,SGL103,B,W,4,RED301,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/31/2018,,SGL103,B,W,24,RED326,N,WFM ,M,AD,,,21,1.2,1.8,,7.6,,,,,,
2018,July,7/31/2018,,SGL103,B,E,20,RED330,Y,WFM ,M,AD,,,,,,,,,,5,,,
2018,July,7/31/2018,,SGL103,B,W,24,RED337,N,WFM ,F,AD,,,,2.5,2.25,,10,,,3,,,
2018,July,7/31/2018,,SGL103,B,W,11,RED340,Y,WFM ,F,AD,,,,,,,,,,11,,,
2018,July,7/31/2018,,SGL103,B,E,12,RED341,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/31/2018,,SGL103,B,E,14,RED347,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/31/2018,,SGL103,B,E,7,RED349,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/31/2018,,SGL103,B,E,24,RED373,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,July,7/31/2018,,SGL103,B,E,15,RED388,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/31/2018,,SGL103,B,E,10,RED389,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,July,7/31/2018,,SGL103,B,E,8,,N,WFM ,,AD,,,,,,,,,,,,,
2018,July,7/10/2018,,SGL92,C,W,13,BLACK305,Y,WFM ,F,AD,,,,,,,,,,3,,,
2018,July,7/10/2018,,SGL92,C,E,17,BLACK312,Y,WFM ,,AD,,,,,,,,,,1,,,
2018,July,7/10/2018,,SGL92,C,W,9,BLACK337,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,July,7/10/2018,,SGL92,C,E,11,BLACK342,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/10/2018,,SGL92,C,W,2,BLACK350,N,WFM ,M,AD,,,19,1.5,1.9,,9.8,,,2,,,
2018,July,7/10/2018,,SGL92,C,W,25,BLACK356,N,WFM ,M,AD,,,17.5,1.4,2.1,,8,,,3,,,
2018,July,7/10/2018,,SGL92,C,W,20,BLACK358,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/10/2018,,SGL92,C,E,6,BLACK367,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/10/2018,,SGL92,C,W,4,BLACK368,Y,WFM ,,AD,,,,,,,,,,5,,,
2018,July,7/10/2018,,SGL92,C,W,1,BLACK372,N,WFM ,F,AD,,,19,1.4,2,,7.5,,,0,,,
2018,July,7/10/2018,,SGL92,C,E,20,BLACK377,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/10/2018,,SGL92,C,E,13,BLACK381,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/10/2018,,SGL92,C,W,23,BLACK393,Y,WFM ,F,AD,,,,,,,,,,4,1,,
2018,July,7/10/2018,,SGL92,C,W,12,BLACK399,N,WFM ,,AD,,,,,,,,,,,,,
2018,July,7/17/2018,,SGL92,C,W,12,BLACK303,N,WFM ,M,AD,,,30,1.3,2.2,,8.6,,,0,,,
2018,July,7/17/2018,,SGL92,C,E,1,BLACK313,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL92,C,W,10,BLACK317,N,WFM ,M,AD,,,25,1.5,2,,9.2,,,1,,,
2018,July,7/17/2018,,SGL92,C,W,16,BLACK337,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL92,C,E,4,BLACK339,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/17/2018,,SGL92,C,E,9,BLACK342,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL92,C,W,25,BLACK356,Y,WFM ,M,AD,,,,,,,,,,3,,,
2018,July,7/17/2018,,SGL92,C,W,19,BLACK358,Y,WFM ,M,AD,,,,,,,,,,4,,,
2018,July,7/17/2018,,SGL92,C,E,25,BLACK362,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL92,C,E,12,BLACK366,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL92,C,E,6,BLACK367,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL92,C,W,22,BLACK374,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL92,C,E,22,BLACK377,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/17/2018,,SGL92,C,E,16,BLACK380,Y,WFM ,F,AD,,,,,,,,,,1,,,
2018,July,7/17/2018,,SGL92,C,E,13,BLACK381,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/17/2018,,SGL92,C,E,23,BLACK386,N,WFM ,M,AD,,,,1.5,2,,7.5,,,2,,,
2018,July,7/17/2018,,SGL92,C,W,18,BLACK387,N,WFM ,M,AD,,,13,1.5,2,,7,,,0,,,
2018,July,7/17/2018,,SGL92,C,E,8,BLACK388,Y,WFM ,F,AD,,,,,,,,,,,,,
2018,July,7/27/2018,,SGL92,C,W,12,BLACK305,Y,WFM ,F,AD,,,,,,,,,,0,\,,
2018,July,7/27/2018,,SGL92,C,W,9,BLACK317,Y,WFM ,M,AD,,,,,,,,,,8,,,
2018,July,7/27/2018,,SGL92,C,W,7,BLACK337,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/27/2018,,SGL92,C,E,1,BLACK339,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL92,C,E,8,BLACK342,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL92,C,E,4,BLACK343,N,WFM ,M,AD,,,15,1.7,1.8,,7.8,,,0,,,
2018,July,7/27/2018,,SGL92,C,W,1,BLACK350,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/27/2018,,SGL92,C,W,25,BLACK351,Y,WFM ,F,JUV,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL92,C,E,6,BLACK364,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL92,C,E,7,BLACK367,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL92,C,E,20,BLACK377,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/27/2018,,SGL92,C,E,18,BLACK380,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,July,7/27/2018,,SGL92,C,E,12,BLACK381,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/27/2018,,SGL92,C,W,19,BLACK387,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/27/2018,,SGL92,C,E,25,BLACK392,Y,WFM ,,AD,,,,,,,,,,0,,,
2018,July,7/31/2018,,SGL92,C,W,3,BLACK308,N,WFM ,F,AD,,,21,1,2,,7.5,,,3,,,
2018,July,7/31/2018,,SGL92,C,E,2,BLACK313,Y,WFM ,F,AD,,,,,,,,,,0,1,,
2018,July,7/31/2018,,SGL92,C,W,9,BLACK337,Y,WFM ,M,AD,,,,,,,,,,18,,,
2018,July,7/31/2018,,SGL92,C,E,3,BLACK339,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/31/2018,,SGL92,C,W,7,BLACK341,N,WFM ,M,AD,,,19,1.2,2.1,,8,,,4,,,
2018,July,7/31/2018,,SGL92,C,E,5,BLACK343,Y,WFM ,M,AD,,,,,,,,,,2,,,
2018,July,7/31/2018,,SGL92,C,E,12,BLACK366,Y,WFM ,F,AD,,,,,,,,,,6,,,
2018,July,7/31/2018,,SGL92,C,E,4,BLACK367,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/31/2018,,SGL92,C,W,15,BLACK369,N,WFM ,M,AD,,,17,1.5,2,,8.5,,,3,,,
2018,July,7/31/2018,,SGL92,C,W,16,BLACK387,Y,WFM ,M,AD,,,,,,,,,,7,,,
2018,July,7/31/2018,,SGL92,C,E,25,BLACK394,Y,WFM ,M,AD,,,,,,,,,,0,,,
2018,July,7/31/2018,,SGL92,C,E,22,BLACK398,N,WFM ,F,AD,,,22,1.4,2,,8,,,1,,,
2018,June,6/6/2018,,SGL103,A,W,10,BLUE303,Y,WFM ,F,AD,,,,,,,,,,8,,,
2018,June,6/6/2018,,SGL103,A,W,11,BLUE316,N,WFM ,M,AD,,,25,1.5,2,,9,,,4,,,
2018,June,6/6/2018,,SGL103,A,E,22,BLUE327,Y,WFM ,M,AD,,,,,,,,,,7,,,
2018,June,6/6/2018,,SGL103,A,E,19,BLUE342,N,WFM ,F,AD,,,24,1.5,2.3,,9.8,,,9,,,
2018,June,6/6/2018,,SGL103,A,E,24,BLUE346,Y,WFM ,F,AD,,,24,,,,,,,15,,,
2018,June,6/6/2018,,SGL103,A,W,17,BLUE362,N,WFM ,M,AD,,,21,1.5,1.7,,7,,,0,,,
2018,June,6/6/2018,,SGL103,A,W,15,BLUE368,Y,WFM ,M,AD,,,,,,,,,,15,,,
2018,June,6/6/2018,,SGL103,A,W,23,BLUE373,Y,WFM ,F,AD,,,,,,,,,,4,,,
2018,June,6/6/2018,,SGL103,A,E,5,BLUE374,N,WFM ,M,AD,,,36,,,,,,,5,,,
2018,June,6/6/2018,,SGL103,A,E,12,BLUE375,Y,WFM ,F,AD,,,,,,,,,,4,,,
2018,June,6/6/2018,,SGL103,A,E,18,BLUE382,Y,WFM ,M,AD,,,,,,,,,,5,,,
2018,June,6/6/2018,,SGL103,A,E,25,BLUE386,Y,WFM ,F,AD,,,,,,,,,,2,,,
2018,June,6/6/2018,,SGL103,A,W,12,BLUE391,Y,WFM ,F,AD,,,23,1.3,2,,8,,,2,,,
2018,June,6/6/2018,,SGL103,A,E,14,BLUE395,N,WFM ,F,AD,,,21,1.5,2,,9,,,3,,,
2018,June,6/6/2018,,SGL103,B,E,3,RED314,N,WFM ,M,AD,,,21,2,2,,9,,,5,,,
2018,June,6/6/2018,,SGL103,B,E,25,RED330,Y,WFM ,M,AD,,,,,,,,,,1,,,
2018,June,6/6/2018,,SGL103,B,E,5,RED344,Y,WFM ,M,AD,,,43,,,,,,,0,,,
2018,June,6/6/2018,,SGL103,B,W,7,RED361,Y,WFM ,F,AD,,,,,,,,,,14,,,
2018,June,6/6/2018,,SGL103,B,E,11,RED388,Y,WFM ,F,AD,,,,,,,,,,,,,
2018,June,6/6/2018,,SGL103,B,E,13,RED392,Y,WFM ,M,AD,,,26,,,,,,,1,,,
2018,June,6/6/2018,,SGL103,B,E,7,,N,WFM ,M,AD,,,,1.5,2,,7,,,15,,,
2018,June,6/12/2018,,SGL103,A,E,3,BLUE296,N,WFM ,M,AD,,,25,1.5,2.2,,,,,3,,,
2018,June,6/12/2018,,SGL103,A,W,10,BLUE303,Y,WFM ,F,AD,,,,,,,,,,6,,,
2018,June,6/12/2018,,SGL103,A,W,12,BLUE316,Y,WFM ,M,AD,,,,,,,,,,10,,,
2018,June,6/12/2018,,SGL103,A,W,4,BLUE320,Y,WFM ,F,AD,,,,,,,,,,8,,,
2018,June,6/12/2018,,SGL103,A,E,11,BLUE333,N,WFM ,F,AD,,,27,2,2,,8,,,3,,,
2018,June,6/12/2018,,SGL103,A,W,8,BLUE337,Y,WFM ,M,AD,,,,,,,,,,4,,,
2018,June,6/12/2018,,SGL103,A,E,19,BLUE342,Y,WFM ,F,AD,,,,,,,,,,0,,,
2018,June,6/12/2018,,SGL103,A,E,24,BLUE346,Y,WFM ,F,AD,,,,,,,,,,15,,,
2018,June,6/12/2018,,SGL103,A,E,9,BLUE351,N,WFM ,M,AD,,,20,1.8,2,,9.7,,,1,,,
2018,June,6/12/2018,,SGL103,A,E,4,BLUE354,N,WFM ,M,AD,,,37,1.4,1.8,,7.8,,,2,,,
2018,June,6/12/2018,,SGL103,A,E,4,BLUE354,N,WFM ,M,AD,,,37,1.4,1.8,,7.8,,,2,,,
2018,June,6/12/2018,,SGL103,A,W,13,BLUE355,N,WFM ,M,AD,,,20,1.3,2,,8,,,7,,,
2018,June,6/12/2018,,SGL103,A,W,9,BLUE367,N,WFM ,M,AD,,,22,1.5,2,,7.5,,,3,,,
2018,June,6/12/2018,,SGL103,A,W,16,BLUE368,Y,WFM ,M,AD,,,,,,,,,,6,,,
2018,June,6/12/2018,,SGL103,A,W,22,BLUE373,Y,WFM ,F,AD,,,,,,,,,,16,,,
2018,June,6/12/2018,,SGL103,A,E,8,BLUE374,Y,WFM ,M,AD,,,,,,,,,,5,,,
2018,June,6/12/2018,,SGL103,A,E,16,BLUE375,Y,WFM ,F,AD,,,,,,,,,,5,,,
2018,June,6/12/2018,,SGL103,A,W,7,BLUE376,Y,WFM ,F,AD,,,,,,,,,,3,,,
2018,June,6/12/2018,,SGL103,A,W,6,BLUE377,N,WFM ,M,AD,,,21,1.3,1.9,,9,,,0,,,
2018,June,6/12/2018,,SGL103,A,E,14,BLUE378,N,WFM ,F,AD,,,30,1.5,2,,7,,,9,,,
2018,June,6/12/2018,,SGL103,A,E,18,BLUE382,Y,WFM ,M,AD,,,,,,,,,,2,,,
